accession,assembly_accession,base_count,first_public,set_fasta_ftp
CAAFKV010000000,GCA_900763585,3850651,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFKV01.fasta.gz
CAAFKW010000000,GCA_900763635,2055178,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFKW01.fasta.gz
CAAFKX010000000,GCA_900763615,1083490,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFKX01.fasta.gz
CAAFKY010000000,GCA_900763625,1709312,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFKY01.fasta.gz
CAAFKZ010000000,GCA_900763665,1746809,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFKZ01.fasta.gz
CAAFLA010000000,GCA_900763595,1744105,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFLA01.fasta.gz
CAAFLB010000000,GCA_900763655,1873399,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFLB01.fasta.gz
CAAFLC010000000,GCA_900763645,1903939,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFLC01.fasta.gz
CAAFLD010000000,GCA_900763605,2323939,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFLD01.fasta.gz
CAAFLE010000000,GCA_900763675,2009266,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFLE01.fasta.gz
CAAFLF010000000,GCA_900763685,1324657,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFLF01.fasta.gz
CAAFLG010000000,GCA_900763705,1357284,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFLG01.fasta.gz
CAAFLH010000000,GCA_900763695,2278589,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFLH01.fasta.gz
CAAFLI010000000,GCA_900763725,1606629,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFLI01.fasta.gz
CAAFLJ010000000,GCA_900763735,1497140,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFLJ01.fasta.gz
CAAFLK010000000,GCA_900763715,1489289,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFLK01.fasta.gz
CAAFLL010000000,GCA_900763745,1776566,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFLL01.fasta.gz
CAAFLM010000000,GCA_900763765,1713423,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFLM01.fasta.gz
CAAFLN010000000,GCA_900763785,1673150,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFLN01.fasta.gz
CAAFLO010000000,GCA_900763795,1452075,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFLO01.fasta.gz
CAAFLP010000000,GCA_900763755,663937,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFLP01.fasta.gz
CAAFLQ010000000,GCA_900763805,1711198,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFLQ01.fasta.gz
CAAFLR010000000,GCA_900763775,1034002,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFLR01.fasta.gz
CAAFLS010000000,GCA_900763825,2633199,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFLS01.fasta.gz
CAAFLT010000000,GCA_900763815,1715414,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFLT01.fasta.gz
CAAFLU010000000,GCA_900763835,2430566,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFLU01.fasta.gz
CAAFLV010000000,GCA_900763845,1916508,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFLV01.fasta.gz
CAAFLW010000000,GCA_900763855,2207390,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFLW01.fasta.gz
CAAFLX010000000,GCA_900763875,1612484,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFLX01.fasta.gz
CAAFLY010000000,GCA_900763885,3029715,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFLY01.fasta.gz
CAAFLZ010000000,GCA_900763865,1057228,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFLZ01.fasta.gz
CAAFMA010000000,GCA_900763925,1438176,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFMA01.fasta.gz
CAAFMB010000000,GCA_900763905,1171637,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFMB01.fasta.gz
CAAFMC010000000,GCA_900763915,2610589,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFMC01.fasta.gz
CAAFMD010000000,GCA_900763945,1812967,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFMD01.fasta.gz
CAAFME010000000,GCA_900763955,2529272,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFME01.fasta.gz
CAAFMF010000000,GCA_900763935,4082877,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFMF01.fasta.gz
CAAFMG010000000,GCA_900763965,1970880,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFMG01.fasta.gz
CAAFMH010000000,GCA_900763975,1729387,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFMH01.fasta.gz
CAAFMI010000000,GCA_900763985,1836727,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFMI01.fasta.gz
CAAFMJ010000000,GCA_900764005,1702812,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFMJ01.fasta.gz
CAAFMK010000000,GCA_900763995,1657705,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFMK01.fasta.gz
CAAFML010000000,GCA_900764015,2736881,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFML01.fasta.gz
CAAFMM010000000,GCA_900764025,1916733,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFMM01.fasta.gz
CAAFMN010000000,GCA_900764045,2406302,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFMN01.fasta.gz
CAAFMO010000000,GCA_900764065,2584289,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFMO01.fasta.gz
CAAFMP010000000,GCA_900764085,1728779,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFMP01.fasta.gz
CAAFMQ010000000,GCA_900764075,1670555,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFMQ01.fasta.gz
CAAFMR010000000,GCA_900764115,1825446,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFMR01.fasta.gz
CAAFMS010000000,GCA_900764105,1965862,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFMS01.fasta.gz
CAAFMT010000000,GCA_900764095,2878840,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFMT01.fasta.gz
CAAFMU010000000,GCA_900764055,1669619,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFMU01.fasta.gz
CAAFMV010000000,GCA_900764145,4054062,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFMV01.fasta.gz
CAAFMW010000000,GCA_900764135,2028898,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFMW01.fasta.gz
CAAFMX010000000,GCA_900764125,3012808,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFMX01.fasta.gz
CAAFMY010000000,GCA_900764165,6844718,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFMY01.fasta.gz
CAAFMZ010000000,GCA_900764175,2776745,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFMZ01.fasta.gz
CAAFNA010000000,GCA_900764155,1559014,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFNA01.fasta.gz
CAAFNB010000000,GCA_900764195,1836714,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFNB01.fasta.gz
CAAFNC010000000,GCA_900764185,2211524,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFNC01.fasta.gz
CAAFND010000000,GCA_900764205,2413500,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFND01.fasta.gz
CAAFNE010000000,GCA_900764265,2633426,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFNE01.fasta.gz
CAAFNF010000000,GCA_900764235,1468157,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFNF01.fasta.gz
CAAFNG010000000,GCA_900764225,2921977,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFNG01.fasta.gz
CAAFNH010000000,GCA_900764245,1380838,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFNH01.fasta.gz
CAAFNI010000000,GCA_900764215,2733880,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFNI01.fasta.gz
CAAFNJ010000000,GCA_900764275,1980914,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFNJ01.fasta.gz
CAAFNK010000000,GCA_900764285,2548947,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFNK01.fasta.gz
CAAFNL010000000,GCA_900764255,2270136,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFNL01.fasta.gz
CAAFNM010000000,GCA_900764295,1380363,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFNM01.fasta.gz
CAAFNN010000000,GCA_900764315,3781658,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFNN01.fasta.gz
CAAFNO010000000,GCA_900764335,6191849,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFNO01.fasta.gz
CAAFNP010000000,GCA_900764325,2916936,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFNP01.fasta.gz
CAAFNQ010000000,GCA_900764305,4657579,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFNQ01.fasta.gz
CAAFNR010000000,GCA_900764345,3001584,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFNR01.fasta.gz
CAAFNS010000000,GCA_900764355,1407833,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFNS01.fasta.gz
CAAFNT010000000,GCA_900764395,2819214,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFNT01.fasta.gz
CAAFNU010000000,GCA_900764385,4384159,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFNU01.fasta.gz
CAAFNV010000000,GCA_900764365,1734974,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFNV01.fasta.gz
CAAFNW010000000,GCA_900764405,2223038,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFNW01.fasta.gz
CAAFNX010000000,GCA_900764425,1986037,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFNX01.fasta.gz
CAAFNY010000000,GCA_900764435,1895157,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFNY01.fasta.gz
CAAFNZ010000000,GCA_900764445,1339509,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFNZ01.fasta.gz
CAAFOA010000000,GCA_900764415,2046042,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFOA01.fasta.gz
CAAFOB010000000,GCA_900764465,2248820,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFOB01.fasta.gz
CAAFOC010000000,GCA_900764455,2722341,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFOC01.fasta.gz
CAAFOD010000000,GCA_900764475,1628041,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFOD01.fasta.gz
CAAFOE010000000,GCA_900764525,1744725,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFOE01.fasta.gz
CAAFOF010000000,GCA_900764485,1388393,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFOF01.fasta.gz
CAAFOG010000000,GCA_900764515,1487796,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFOG01.fasta.gz
CAAFOH010000000,GCA_900764505,2373275,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFOH01.fasta.gz
CAAFOI010000000,GCA_900764495,2411528,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFOI01.fasta.gz
CAAFOJ010000000,GCA_900764545,3009382,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFOJ01.fasta.gz
CAAFOK010000000,GCA_900764555,4003724,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFOK01.fasta.gz
CAAFOL010000000,GCA_900764535,3319145,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFOL01.fasta.gz
CAAFOM010000000,GCA_900764565,2205758,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFOM01.fasta.gz
CAAFON010000000,GCA_900764605,2255350,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFON01.fasta.gz
CAAFOO010000000,GCA_900764575,2502573,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFOO01.fasta.gz
CAAFOP010000000,GCA_900764615,1208548,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFOP01.fasta.gz
CAAFOQ010000000,GCA_900764585,1533946,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFOQ01.fasta.gz
CAAFOR010000000,GCA_900764595,1749158,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFOR01.fasta.gz
CAAFOS010000000,GCA_900764625,1809679,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFOS01.fasta.gz
CAAFOT010000000,GCA_900764655,1000479,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFOT01.fasta.gz
CAAFOU010000000,GCA_900764665,1811691,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFOU01.fasta.gz
CAAFOV010000000,GCA_900764635,1507067,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFOV01.fasta.gz
CAAFOW010000000,GCA_900764685,1648873,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFOW01.fasta.gz
CAAFOX010000000,GCA_900764675,816075,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFOX01.fasta.gz
CAAFOY010000000,GCA_900764695,2274468,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFOY01.fasta.gz
CAAFOZ010000000,GCA_900764715,3012534,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFOZ01.fasta.gz
CAAFPA010000000,GCA_900764735,1408057,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFPA01.fasta.gz
CAAFPB010000000,GCA_900764725,3091019,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFPB01.fasta.gz
CAAFPC010000000,GCA_900764705,1662291,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFPC01.fasta.gz
CAAFPD010000000,GCA_900764745,2292789,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFPD01.fasta.gz
CAAFPE010000000,GCA_900764755,2549294,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFPE01.fasta.gz
CAAFPF010000000,GCA_900764645,2041599,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFPF01.fasta.gz
CAAFPG010000000,GCA_900764765,2171467,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFPG01.fasta.gz
CAAFPH010000000,GCA_900764785,1776527,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFPH01.fasta.gz
CAAFPI010000000,GCA_900764775,4292303,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFPI01.fasta.gz
CAAFPJ010000000,GCA_900764795,1615634,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFPJ01.fasta.gz
CAAFPK010000000,GCA_900764815,2715873,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFPK01.fasta.gz
CAAFPL010000000,GCA_900764855,3414868,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFPL01.fasta.gz
CAAFPM010000000,GCA_900764875,2702680,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFPM01.fasta.gz
CAAFPN010000000,GCA_900764835,1247744,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFPN01.fasta.gz
CAAFPO010000000,GCA_900764865,2583592,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFPO01.fasta.gz
CAAFPP010000000,GCA_900764885,1570151,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFPP01.fasta.gz
CAAFPQ010000000,GCA_900764825,1833778,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFPQ01.fasta.gz
CAAFPR010000000,GCA_900764845,1203856,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFPR01.fasta.gz
CAAFPS010000000,GCA_900764895,2758624,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFPS01.fasta.gz
CAAFPT010000000,GCA_900764905,1960815,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFPT01.fasta.gz
CAAFPU010000000,GCA_900764915,1870259,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFPU01.fasta.gz
CAAFPV010000000,GCA_900764935,3505282,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFPV01.fasta.gz
CAAFPW010000000,GCA_900764925,2290320,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFPW01.fasta.gz
CAAFPX010000000,GCA_900764945,3063337,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFPX01.fasta.gz
CAAFPY010000000,GCA_900764955,818266,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFPY01.fasta.gz
CAAFPZ010000000,GCA_900764985,3319154,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFPZ01.fasta.gz
CAAFQA010000000,GCA_900764975,2363888,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFQA01.fasta.gz
CAAFQB010000000,GCA_900764965,1881134,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFQB01.fasta.gz
CAAFQC010000000,GCA_900764995,4805060,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFQC01.fasta.gz
CAAFQD010000000,GCA_900765005,3295822,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFQD01.fasta.gz
CAAFQE010000000,GCA_900765035,2615307,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFQE01.fasta.gz
CAAFQF010000000,GCA_900765025,3460452,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFQF01.fasta.gz
CAAFQG010000000,GCA_900765055,1922818,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFQG01.fasta.gz
CAAFQH010000000,GCA_900765045,2048274,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFQH01.fasta.gz
CAAFQI010000000,GCA_900765065,1366175,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFQI01.fasta.gz
CAAFQJ010000000,GCA_900765075,2816865,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFQJ01.fasta.gz
CAAFQK010000000,GCA_900765115,2245388,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFQK01.fasta.gz
CAAFQL010000000,GCA_900765125,2462692,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFQL01.fasta.gz
CAAFQM010000000,GCA_900765105,2466010,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFQM01.fasta.gz
CAAFQN010000000,GCA_900765135,1567755,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFQN01.fasta.gz
CAAFQO010000000,GCA_900765085,3210940,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFQO01.fasta.gz
CAAFQP010000000,GCA_900765205,1243364,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFQP01.fasta.gz
CAAFQQ010000000,GCA_900765195,1203263,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFQQ01.fasta.gz
CAAFQR010000000,GCA_900765165,2478402,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFQR01.fasta.gz
CAAFQS010000000,GCA_900765155,4425861,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFQS01.fasta.gz
CAAFQT010000000,GCA_900765185,1956667,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFQT01.fasta.gz
CAAFQU010000000,GCA_900765225,2559239,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFQU01.fasta.gz
CAAFQV010000000,GCA_900765245,1731989,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFQV01.fasta.gz
CAAFQW010000000,GCA_900765015,2090525,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFQW01.fasta.gz
CAAFQX010000000,GCA_900765255,3031003,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFQX01.fasta.gz
CAAFQY010000000,GCA_900765275,1703632,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFQY01.fasta.gz
CAAFQZ010000000,GCA_900765265,2519385,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFQZ01.fasta.gz
CAAFRA010000000,GCA_900765305,1729540,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFRA01.fasta.gz
CAAFRB010000000,GCA_900765095,1683046,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFRB01.fasta.gz
CAAFRC010000000,GCA_900765295,1592522,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFRC01.fasta.gz
CAAFRD010000000,GCA_900765325,2703430,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFRD01.fasta.gz
CAAFRE010000000,GCA_900765335,966540,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFRE01.fasta.gz
CAAFRF010000000,GCA_900765365,5361032,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFRF01.fasta.gz
CAAFRG010000000,GCA_900765345,2181267,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFRG01.fasta.gz
CAAFRH010000000,GCA_900765385,3265104,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFRH01.fasta.gz
CAAFRI010000000,GCA_900765405,2739502,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFRI01.fasta.gz
CAAFRJ010000000,GCA_900765415,1886056,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFRJ01.fasta.gz
CAAFRK010000000,GCA_900765235,1605682,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFRK01.fasta.gz
CAAFRL010000000,GCA_900765445,2254725,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFRL01.fasta.gz
CAAFRM010000000,GCA_900765465,2095533,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFRM01.fasta.gz
CAAFRN010000000,GCA_900765455,3190623,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFRN01.fasta.gz
CAAFRO010000000,GCA_900765485,1601557,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFRO01.fasta.gz
CAAFRP010000000,GCA_900765495,1238971,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFRP01.fasta.gz
CAAFRQ010000000,GCA_900765505,1719726,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFRQ01.fasta.gz
CAAFRR010000000,GCA_900765315,2136481,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFRR01.fasta.gz
CAAFRS010000000,GCA_900765145,1575560,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFRS01.fasta.gz
CAAFRT010000000,GCA_900765285,1268845,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFRT01.fasta.gz
CAAFRU010000000,GCA_900765545,2706525,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFRU01.fasta.gz
CAAFRV010000000,GCA_900765555,2934830,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAFRV01.fasta.gz
